IP1,IP2,IP3,IP4,case
69,143,248,196,1
1,34,234,1,1
181,22,170,191,1
59,182,77,4,1
93,51,226,223,1
84,17,60,5,1
103,233,154,21,1
149,129,244,23,1
146,185,236,243,1
111,1,31,28,1
59,182,36,206,1
63,251,217,122,1
173,234,225,180,1
136,169,203,244,1
73,11,153,150,1
109,238,156,251,1
77,89,246,62,1
131,100,51,226,1
144,24,148,161,1
181,111,203,253,1
42,225,45,173,1
181,106,210,134,1
108,62,63,97,1
35,245,181,121,1
34,247,117,211,1
83,233,60,82,1
91,185,52,17,1
193,122,99,29,1
94,16,114,64,1
45,61,188,170,1
189,251,231,94,1
218,38,12,29,1
123,23,119,142,1
203,189,153,42,1
116,48,142,242,1
89,248,81,171,1
103,146,141,38,1
118,70,186,213,1
69,194,182,221,1
37,48,125,102,1
107,189,13,12,1
183,238,18,70,1
153,156,77,204,1
59,180,129,151,1
196,240,254,157,1
196,189,37,154,1
153,198,254,231,1
5,253,244,168,1
125,227,242,58,1
117,4,139,243,1
184,74,64,219,1
82,62,175,126,1
108,62,61,167,1
35,201,151,100,1
195,146,81,144,1
188,166,151,44,1
24,199,90,227,1
117,233,159,202,1
87,241,133,154,1
92,63,91,81,1
94,178,127,231,1
79,179,182,139,1
139,59,117,30,1
117,63,102,56,1
34,168,73,157,1
60,248,208,67,1
103,130,11,25,1
5,167,69,166,1
81,70,147,144,1
137,184,113,110,1
34,159,214,221,1
218,92,0,107,1
119,4,250,94,1
186,10,125,209,1
187,141,135,181,1
14,161,27,163,1
5,61,27,123,1
45,95,146,59,1
128,199,5,4,1
43,159,59,118,1
45,79,181,94,1
178,154,209,177,1
184,18,211,199,1
51,161,11,85,1
185,130,44,108,1
171,244,140,174,1
43,154,97,145,1
122,155,0,205,1
122,4,70,58,1
147,182,180,7,1
51,83,27,205,1
128,199,20,210,1
185,220,100,249,1
42,119,111,155,1
93,190,106,139,1
43,156,7,9,1
139,59,127,73,1
126,113,24,98,1
122,187,226,14,1
138,68,162,6,1
118,219,233,189,1
182,93,81,98,1
129,226,217,148,1
87,245,17,229,1
124,222,35,191,1
34,125,123,252,1
173,11,209,10,1
31,186,48,216,1
185,220,101,3,1
103,194,88,187,1
185,220,101,41,1
43,156,241,213,1
130,149,80,199,1
185,42,170,203,1
223,78,123,143,1
43,156,188,194,1
51,89,164,89,1
185,220,101,56,1
190,153,249,99,1
223,27,146,204,1
103,86,49,28,1
103,110,43,200,1
43,154,48,221,1
49,51,243,206,1
43,153,57,123,1
159,203,179,230,1
185,220,103,9,1
182,72,39,10,1
175,139,217,113,1
223,111,168,118,1
192,42,116,208,1
43,153,116,36,1
43,153,103,80,1
178,62,97,236,1
66,94,113,117,1
23,129,64,226,1
34,64,183,226,1
123,58,216,78,1
152,32,210,125,1
103,96,74,109,1
167,248,133,49,1
72,167,52,254,1
43,156,6,162,1
71,6,165,200,1
42,200,155,72,1
45,79,181,104,1
165,154,113,115,1
185,81,155,254,1
103,146,234,60,1
91,105,196,58,1
195,239,91,210,1
185,142,236,36,1
112,187,12,214,1
43,156,240,197,1
69,164,217,245,1
43,130,47,46,1
152,200,181,42,1
87,236,176,90,1
51,250,109,25,1
8,222,238,222,1
1,34,225,7,1
139,59,251,146,1
107,174,11,75,1
190,103,240,4,1
161,35,21,48,1
179,63,55,226,1
162,243,135,9,1
5,42,95,145,1
151,80,144,233,1
159,223,129,59,1
222,120,99,219,1
178,35,228,213,1
209,38,225,218,1
64,62,197,152,1
87,236,176,140,1
185,100,85,132,1
187,84,62,23,1
23,184,48,127,1
119,204,201,15,1
43,156,239,139,1
94,102,61,20,1
58,34,210,181,1
90,175,126,120,1
187,138,14,51,1
60,250,204,150,1
177,220,131,211,1
190,128,241,2,1
43,128,89,146,1
20,235,121,96,1
122,116,60,196,1
165,22,186,140,1
59,92,69,22,1
102,50,247,101,1
183,236,187,172,1
20,87,21,241,1
76,154,212,220,1
23,126,62,36,1
79,110,62,43,1
211,245,31,15,1
123,56,26,5,1
185,220,101,158,1
175,192,240,73,1
154,73,53,193,1
193,176,153,200,1
59,29,17,2,1
185,220,101,135,1
170,106,115,253,1
87,236,176,85,1
61,216,131,31,1
112,5,116,151,1
43,135,35,220,1
112,213,120,81,1
203,167,14,14,1
77,74,78,44,1
43,155,71,148,1
23,90,160,139,1
181,171,38,85,1
37,139,129,65,1
45,151,167,10,1
203,66,168,81,1
179,43,182,58,1
218,78,122,222,1
218,92,0,61,1
43,134,178,72,1
222,220,240,33,1
23,128,248,24,1
136,185,6,181,1
103,144,243,112,1
179,43,191,194,1
23,153,248,33,1
205,210,31,47,1
221,229,200,66,1
82,200,197,100,1
87,236,176,48,1
43,131,59,246,1
58,18,93,50,1
104,244,77,80,1
8,222,231,141,1
200,225,247,89,1
170,210,81,125,1
143,110,220,40,1
23,83,226,139,1
129,226,199,34,1
175,205,185,135,1
201,79,61,118,1
1,70,187,39,1
77,52,19,44,1
69,49,231,194,1
165,232,176,191,1
124,137,205,59,1
123,30,98,134,1
2,57,122,192,1
121,202,148,124,1
88,152,51,106,1
85,214,156,191,1
1,70,141,227,1
110,180,165,130,1
109,162,29,7,1
198,235,24,213,1
165,154,182,168,1
108,170,78,226,1
64,227,178,234,1
101,32,115,131,1
113,24,151,170,1
14,111,242,220,1
213,194,140,33,1
159,89,9,43,1
42,242,128,251,1
58,235,217,221,1
192,241,232,33,1
196,27,128,5,1
218,28,102,242,1
176,63,98,208,1
198,199,113,56,1
24,242,228,54,1
190,185,162,28,1
60,172,230,184,1
193,164,254,213,1
31,220,3,140,1
205,210,31,193,1
122,187,230,195,1
43,134,231,46,1
118,193,72,185,1
91,194,246,167,1
138,68,81,7,1
192,241,213,12,1
175,0,213,70,1
45,83,64,154,1
157,245,58,232,1
87,225,107,181,1
65,49,1,14,1
154,196,207,2,1
150,136,129,10,1
65,20,135,187,1
94,156,253,157,1
103,98,119,97,1
50,62,182,245,1
8,222,247,127,1
43,156,249,99,1
223,29,198,91,1
170,106,174,246,1
34,92,197,183,1
205,210,31,53,1
115,23,23,91,1
87,236,176,202,1
51,174,36,120,1
99,47,175,165,1
47,189,231,157,1
43,153,211,181,1
61,221,219,150,1
146,190,130,178,1
59,44,47,106,1
89,108,117,166,1
193,35,18,169,1
45,127,191,187,1
119,28,156,200,1
153,0,163,95,1
128,199,74,173,1
115,160,44,130,1
117,63,19,92,1
118,163,196,105,1
190,109,253,172,1
87,236,176,244,1
43,153,185,216,1
49,249,8,242,1
190,144,173,186,1
211,51,243,175,1
112,164,234,155,1
119,205,98,232,1
104,152,52,234,1
139,59,36,71,1
198,235,24,83,1
122,160,58,201,1
204,85,191,9,1
185,233,19,144,1
116,131,166,26,1
157,245,12,36,1
110,239,68,163,1
106,51,174,192,1
71,166,44,14,1
121,128,205,163,1
23,248,184,131,1
59,14,179,68,1
119,203,143,84,1
27,254,235,1,1
134,122,97,145,1
103,108,156,66,1
65,49,1,82,1
91,208,75,178,1
107,170,224,30,1
198,235,24,192,1
180,119,134,24,1
116,253,215,204,1
198,199,118,74,1
110,182,249,125,1
117,220,9,91,1
89,236,35,43,1
205,210,31,90,1
158,140,37,196,1
50,227,101,179,1
111,67,196,38,1
110,39,181,194,1
167,99,137,148,1
79,137,24,1,1
192,241,228,39,1
65,49,1,45,1
114,32,125,127,1
198,235,24,164,1
23,128,248,40,1
192,241,218,12,1
212,24,0,100,1
60,223,233,250,1
113,24,167,177,1
64,62,197,106,1
122,160,95,45,1
93,105,97,6,1
103,205,133,86,1
104,28,157,23,1
201,80,122,154,1
49,89,193,143,1
223,112,4,110,1
81,250,182,211,1
14,51,131,169,1
114,242,150,195,1
50,116,0,62,1
125,124,16,167,1
203,130,28,59,1
113,21,232,39,1
177,55,118,163,1
219,159,63,10,1
117,145,135,150,1
162,241,124,124,1
23,154,177,5,1
192,241,231,14,1
183,196,174,235,1
159,65,1,41,1
170,64,147,75,1
159,192,124,159,1
37,32,20,98,1
87,236,176,214,1
115,187,52,71,1
183,82,98,207,1
192,241,236,82,1
49,170,237,249,1
14,29,218,130,1
186,200,158,42,1
68,183,191,94,1
64,62,197,164,1
103,116,38,243,1
85,158,185,2,1
43,157,198,32,1
104,152,52,162,1
178,89,187,238,1
117,186,11,218,1
186,220,21,173,1
1,70,191,18,1
198,235,24,128,1
143,198,148,141,1
152,32,150,226,1
103,157,115,130,1
87,236,176,68,1
211,216,58,204,1
43,251,255,14,1
219,145,62,106,1
223,10,51,152,1
198,199,97,24,1
64,62,197,233,1
8,219,236,201,1
201,236,204,98,1
23,224,189,200,1
143,110,176,216,1
218,92,200,242,1
164,92,212,181,1
124,222,19,142,1
15,229,2,208,1
49,235,237,222,1
110,180,151,214,1
93,123,41,211,1
176,98,26,66,1
43,158,217,52,1
121,66,144,142,1
205,210,31,26,1
161,35,79,199,1
8,222,158,120,1
95,139,195,164,1
185,112,83,5,1
216,244,207,41,1
134,122,106,172,1
46,238,231,32,1
217,66,25,10,1
122,169,115,216,1
107,170,252,50,1
14,244,117,9,1
45,142,182,115,1
35,203,211,54,1
181,39,227,171,1
101,13,0,228,1
84,54,51,253,1
203,70,166,107,1
35,134,114,83,1
205,210,31,250,1
167,172,216,114,1
175,173,155,168,1
198,235,24,30,1
123,172,115,60,1
223,9,40,19,1
194,165,153,26,1
182,239,108,222,1
107,170,228,43,1
37,115,27,126,1
137,184,222,55,1
180,103,52,235,1
143,244,129,88,1
88,200,195,115,1
162,243,129,8,1
116,98,161,197,1
223,10,28,54,1
222,168,225,138,1
117,253,247,125,1
45,179,200,152,1
103,161,176,37,1
117,198,39,29,1
116,90,166,218,1
107,189,14,106,1
122,151,202,217,1
171,35,236,64,1
45,83,66,65,1
198,199,108,32,1
89,248,171,2,1
38,242,143,174,1
192,241,202,56,1
91,46,19,214,1
49,248,17,75,1
65,20,128,223,1
123,173,86,140,1
61,166,144,172,1
162,243,131,30,1
211,247,123,122,1
135,125,205,25,1
122,194,11,78,1
178,128,116,50,1
36,33,240,173,1
58,47,60,35,1
180,119,9,180,1
118,70,67,226,1
195,26,87,200,1
61,89,205,138,1
114,129,98,159,1
49,89,174,53,1
45,123,8,69,1
8,222,164,80,1
91,241,193,131,1
219,85,172,77,1
135,181,45,255,1
218,93,152,68,1
78,196,138,44,1
128,199,138,145,1
35,202,157,248,1
188,112,148,163,1
106,254,225,82,1
136,185,16,198,1
113,108,79,9,1
175,30,71,140,1
70,28,206,114,1
223,10,22,84,1
92,204,217,161,1
5,255,103,135,1
112,164,107,111,1
121,227,90,142,1
196,192,78,26,1
60,178,223,104,1
14,23,77,27,1
106,75,61,219,1
103,186,132,174,1
121,148,198,136,1
121,84,191,175,1
64,90,48,201,1
200,122,213,32,1
65,49,1,72,1
191,102,120,116,1
189,168,78,37,1
79,110,62,163,1
75,97,178,24,1
107,170,248,13,1
42,56,163,167,1
161,132,180,117,1
159,203,162,65,1
194,59,204,33,1
195,29,51,136,1
87,236,176,245,1
185,117,99,14,1
27,198,46,248,1
220,172,211,160,1
107,170,230,27,1
222,246,124,31,1
64,62,197,52,1
83,213,159,15,1
200,37,213,21,1
165,22,220,89,1
64,62,197,155,1
179,63,44,70,1
122,118,148,149,1
27,111,73,250,1
106,242,178,133,1
41,216,78,126,1
192,198,91,198,1
45,83,67,247,1
221,149,176,186,1
5,180,151,205,1
65,20,164,191,1
59,182,76,41,1
113,181,84,66,1
185,91,176,157,1
192,241,223,31,1
185,11,228,189,1
45,231,88,54,1
124,223,199,103,1
74,219,7,37,1
175,31,252,139,1
223,13,59,219,1
34,68,38,190,1
122,194,9,216,1
138,197,97,211,1
218,92,0,55,1
107,170,238,46,1
123,207,214,242,1
78,38,19,59,1
218,161,27,10,1
194,126,181,22,1
95,79,32,59,1
107,137,26,145,1
185,191,171,15,1
222,118,99,179,1
82,65,117,46,1
223,15,54,11,1
96,250,180,111,1
152,32,149,245,1
190,109,227,247,1
185,233,19,241,1
65,20,212,120,1
96,35,245,123,1
194,163,188,30,1
34,16,75,128,1
107,174,244,102,1
103,69,9,237,1
148,66,147,26,1
106,58,116,67,1
42,2,158,173,1
120,211,109,146,1
45,83,65,235,1
59,182,21,83,1
219,128,75,5,1
159,65,147,1,1
116,110,25,177,1
14,48,92,103,1
178,20,55,18,1
36,35,109,99,1
24,44,44,238,1
220,134,135,27,1
122,179,139,170,1
119,62,212,164,1
45,156,129,29,1
2,59,254,14,1
71,247,67,195,1
8,222,226,105,1
223,171,91,159,1
122,116,21,168,1
24,80,27,241,1
14,232,174,195,1
198,199,112,51,1
115,156,98,121,1
175,118,32,254,1
172,96,196,185,1
120,24,108,217,1
59,182,13,67,1
176,65,145,253,1
43,134,224,23,1
119,204,192,233,1
123,163,52,74,1
88,201,229,78,1
113,116,245,138,1
113,160,178,11,1
192,241,192,8,1
223,99,200,253,1
2,155,191,174,1
178,212,55,14,1
192,160,102,170,1
95,42,185,92,1
223,84,147,58,1
180,115,173,236,1
185,233,19,204,1
126,77,206,93,1
208,109,34,70,1
167,94,138,99,1
199,249,230,83,1
45,83,66,116,1
49,64,178,36,1
103,106,188,159,1
223,8,207,144,1
91,183,81,82,1
217,165,61,190,1
47,181,225,101,1
42,200,70,134,1
173,220,131,222,1
103,3,43,242,1
193,252,152,214,1
157,230,8,75,1
115,91,123,197,1
222,174,157,26,1
179,106,31,93,1
171,8,42,139,1
59,7,141,130,1
36,108,188,106,1
165,227,42,246,1
137,116,36,121,1
122,170,107,122,1
123,112,142,105,1
114,32,1,46,1
185,233,19,222,1
62,171,180,142,1
24,106,181,126,1
119,197,183,236,1
137,184,97,204,1
143,198,197,182,1
79,116,31,129,1
198,235,24,150,1
192,241,206,14,1
116,212,132,117,1
51,77,230,29,1
216,244,210,85,1
122,176,119,202,1
180,104,117,162,1
65,20,130,10,1
198,98,57,185,1
72,210,252,135,1
93,90,72,180,1
85,133,218,72,1
61,64,10,103,1
37,100,99,194,1
184,75,25,226,1
203,145,165,14,1
121,226,251,178,1
223,239,128,128,1
166,164,66,63,1
128,14,225,243,1
103,76,188,67,1
61,7,144,224,1
193,122,61,187,1
110,182,209,103,1
107,170,231,10,1
198,199,116,88,1
175,10,108,60,1
45,250,251,98,1
222,246,40,15,1
178,72,81,136,1
162,216,149,224,1
203,121,116,7,1
114,34,209,65,1
107,189,11,166,1
185,126,1,226,1
42,5,74,129,1
222,241,49,7,1
172,116,226,217,1
196,247,168,181,1
42,243,137,145,1
190,73,138,229,1
59,95,12,105,1
77,111,42,204,1
220,135,123,3,1
103,107,36,18,1
65,49,20,104,1
111,8,89,49,1
122,176,23,133,1
213,191,177,126,1
59,178,41,136,1
183,230,2,241,1
123,5,178,62,1
159,223,21,148,1
218,91,49,122,1
46,77,84,71,1
45,40,56,112,1
198,199,111,41,1
114,32,101,191,1
45,55,49,150,1
117,82,235,48,1
117,235,49,88,1
124,89,86,200,1
111,67,198,231,1
121,142,214,26,1
120,211,60,176,1
64,62,197,23,1
162,243,133,44,1
73,248,63,36,1
116,103,229,113,1
110,183,27,212,1
109,115,246,27,1
167,71,197,17,1
49,248,148,165,1
121,202,194,26,1
103,151,37,101,1
27,156,3,84,1
88,129,217,27,1
110,157,252,74,1
63,45,206,98,1
111,44,158,197,1
61,216,76,17,1
110,179,126,53,1
122,53,57,33,1
91,229,208,69,1
153,144,3,69,1
118,175,51,11,1
120,24,109,199,1
198,199,93,45,1
124,89,86,222,1
124,11,82,91,1
60,222,244,89,1
14,245,20,8,1
81,106,246,18,1
139,59,5,139,1
104,152,52,197,1
8,222,160,237,1
185,225,73,243,1
123,172,56,160,1
81,182,254,124,1
165,227,147,205,1
95,230,132,33,1
107,189,10,141,1
153,120,91,232,1
122,116,76,213,1
217,182,205,27,1
14,178,104,173,1
178,62,36,193,1
217,72,125,172,1
42,58,17,164,1
14,42,169,236,1
116,98,170,170,1
64,227,103,45,1
113,25,235,106,1
61,244,42,87,1
38,141,224,5,1
45,61,184,205,1
217,41,7,196,1
121,34,253,3,1
110,93,237,196,1
121,226,149,130,1
41,218,73,245,1
192,241,192,20,1
51,15,165,234,1
195,3,147,52,1
118,193,56,56,1
24,45,232,148,1
78,11,37,220,1
45,141,215,110,1
142,93,210,137,1
121,131,235,203,1
27,35,83,18,1
117,187,66,166,1
222,185,88,124,1
188,213,199,142,1
110,182,40,59,1
223,12,11,188,1
87,121,113,204,1
114,105,103,186,1
35,203,211,220,1
140,99,96,115,1
31,146,136,206,1
196,35,41,109,1
185,13,108,75,1
80,78,227,102,1
222,212,89,170,1
194,152,214,213,1
192,241,194,9,1
220,132,79,56,1
157,245,232,111,1
162,142,125,237,1
95,79,97,88,1
41,193,107,58,1
118,33,115,85,1
45,221,11,32,1
49,89,35,243,1
222,218,17,45,1
143,198,224,154,1
220,171,158,86,1
87,236,176,179,1
45,156,128,9,1
61,177,173,26,1
125,35,93,98,1
98,155,1,99,1
178,175,148,161,1
162,243,130,34,1
178,128,220,159,1
167,94,138,102,1
124,235,175,241,1
104,131,9,52,1
43,143,177,75,1
216,59,182,35,1
190,180,153,60,1
195,96,138,22,1
59,99,49,249,1
210,206,24,238,1
223,197,208,79,1
109,121,243,96,1
101,36,118,36,1
64,62,197,142,1
91,220,163,21,1
70,51,84,154,1
219,142,104,167,1
175,173,113,12,1
45,156,129,23,1
175,100,150,46,1
68,195,248,204,1
184,105,247,234,1
114,227,176,67,1
77,53,90,144,1
107,11,131,39,1
175,178,34,163,1
159,203,192,37,1
167,248,133,143,1
42,192,81,219,1
192,241,223,20,1
94,156,253,144,1
46,3,197,27,1
59,184,5,157,1
45,83,48,57,1
122,180,144,40,1
117,247,164,158,1
177,66,240,131,1
45,128,232,152,1
122,191,177,59,1
2,180,36,236,1
103,178,235,8,1
125,230,37,184,1
101,13,0,62,1
162,142,125,137,1
125,229,72,221,1
81,229,33,215,1
165,22,60,26,1
47,252,32,135,1
185,183,242,225,1
107,170,232,58,1
8,130,85,58,1
47,99,71,141,1
81,211,101,138,1
124,234,198,147,1
154,196,209,2,1
59,92,158,44,1
154,83,15,92,1
152,32,245,239,1
89,151,131,47,1
8,222,153,112,1
95,255,76,176,1
203,122,35,130,1
223,76,242,130,1
37,139,53,25,1
209,206,102,124,1
222,103,181,173,1
103,196,232,38,1
123,173,90,96,1
123,14,92,162,1
113,200,137,80,1
76,50,106,98,1
117,215,22,60,1
185,11,230,32,1
64,227,100,229,1
118,232,13,222,1
104,236,128,46,1
65,20,214,198,1
46,214,54,141,1
146,190,93,191,1
124,219,88,179,1
117,186,145,98,1
47,205,190,52,1
43,138,104,25,1
123,190,16,105,1
103,56,61,139,1
175,107,0,205,1
124,89,86,143,1
14,199,168,188,1
139,59,69,1,1
2,71,138,151,1
51,75,254,7,1
47,254,248,189,1
122,116,212,31,1
210,97,28,216,1
193,123,228,231,1
189,51,20,200,1
103,12,163,2,1
185,86,166,90,1
182,43,74,6,1
118,145,8,50,1
107,170,253,7,1
81,209,147,5,1
152,32,200,79,1
36,3,104,141,1
88,151,194,128,1
223,8,187,165,1
223,10,52,246,1
104,152,52,203,1
146,19,191,138,1
90,178,216,124,1
206,189,208,216,1
108,181,13,199,1
151,234,119,219,1
121,160,48,5,1
192,111,134,10,1
89,139,41,117,1
178,79,148,229,1
170,247,83,206,1
177,228,18,48,1
35,199,93,228,1
176,214,94,229,1
73,125,196,205,1
46,151,142,5,1
134,209,210,254,1
207,154,241,112,1
220,246,250,181,1
61,152,197,138,1
176,65,145,185,1
104,63,236,87,1
162,243,138,15,1
206,189,233,82,1
114,218,141,136,1
151,106,38,72,1
92,8,49,77,1
196,28,226,66,1
91,148,162,107,1
180,101,184,85,1
111,7,96,150,1
103,166,182,80,1
107,155,55,64,1
107,170,248,16,1
177,17,231,58,1
103,51,154,137,1
100,12,115,24,1
160,251,5,64,1
103,130,88,4,1
200,52,91,154,1
198,199,118,88,1
170,244,192,40,1
165,16,124,223,1
185,220,101,140,1
177,130,71,15,1
117,204,72,193,1
109,197,81,46,1
27,42,221,19,1
205,185,126,149,1
69,162,243,124,1
103,144,28,193,1
106,41,44,111,1
220,135,242,208,1
213,128,197,210,1
114,240,174,21,1
110,179,127,151,1
185,232,36,12,1
122,170,105,253,1
5,241,235,85,1
196,188,79,15,1
101,50,2,199,1
178,128,169,190,1
147,78,103,30,1
211,184,152,214,1
104,248,24,49,1
92,81,13,234,1
117,102,68,18,1
149,50,234,250,1
185,233,19,177,1
198,199,117,129,1
123,173,7,80,1
20,42,61,147,1
103,157,114,218,1
220,117,14,191,1
24,152,14,150,1
167,248,133,125,1
218,92,0,108,1
222,124,214,10,1
222,168,30,19,1
137,184,216,0,1
119,6,89,224,1
43,154,90,94,1
203,199,244,6,1
112,132,249,164,1
43,134,172,119,1
177,91,80,178,1
107,180,88,176,1
79,137,82,89,1
101,36,174,71,1
190,145,12,233,1
43,155,162,212,1
174,138,24,127,1
167,94,138,126,1
179,43,159,197,1
159,223,50,39,1
35,229,206,177,1
139,198,120,226,1
107,189,8,24,1
99,149,251,77,1
103,126,161,154,1
218,92,0,113,1
73,85,150,190,1
235,74,109,226,1
229,199,65,136,1
14,35,123,85,1
60,164,180,81,1
185,18,194,25,1
74,107,124,75,1
146,117,243,65,1
101,79,99,179,1
21,175,75,211,1
131,148,1,112,1
253,222,119,118,1
31,46,39,166,1
82,103,42,211,1
127,139,87,123,1
18,184,58,65,1
58,63,197,121,1
114,248,145,221,1
236,161,1,196,1
193,198,113,207,1
207,52,126,39,1
89,22,211,46,1
6,19,138,98,1
214,152,83,150,1
177,69,138,64,1
187,58,166,169,1
88,149,213,127,1
158,37,13,151,1
230,62,155,21,1
193,9,212,42,1
56,33,240,210,1
140,79,115,54,1
57,35,167,211,1
121,8,227,45,1
248,142,173,61,1
57,225,234,455,1
134,55,121,195,1
184,110,94,211,1
186,74,91,187,1
63,57,131,57,1
45,180,214,85,1
16,253,157,134,1
48,198,91,95,1
196,110,177,211,1
124,207,52,165,1
139,236,8,213,1
131,210,45,148,1
68,207,30,99,1
125,30,58,105,1
122,101,123,235,1
29,92,127,22,1
52,160,109,216,1
186,207,56,63,1
15,63,50,58,1
89,131,75,24,1
159,179,252,180,1
193,79,63,64,1
11,89,207,250,1
245,151,224,223,1
6,223,168,205,1
90,46,24,176,1
101,45,217,119,1
239,83,82,146,1
38,26,167,69,1
156,56,239,152,1
44,168,147,137,1
220,21,73,32,1
138,231,73,118,1
181,121,247,4,1
136,36,145,142,1
100,190,172,69,1
228,17,19,33,1
35,236,96,52,1
223,212,225,221,1
113,13,213,44,1
34,161,228,178,1
185,85,154,32,1
49,48,98,135,1
163,241,219,175,1
145,147,163,187,1
253,251,248,150,1
157,102,70,62,1
171,213,9,201,1
109,1,172,125,1
95,113,247,173,1
172,64,186,44,1
234,36,56,24,1
206,17,49,204,1
151,181,160,54,1
96,14,244,38,1
196,61,49,174,1
117,122,136,246,1
31,232,162,189,1
218,10,195,89,1
124,76,186,141,1
14,34,235,118,1
171,53,122,218,1
96,200,120,101,1
142,41,158,167,1
146,107,46,66,1
55,50,60,114,1
112,218,79,185,1
150,207,4,26,1
33,97,41,75,1
176,219,225,157,1
178,67,242,244,1
137,104,246,156,1
32,226,137,245,1
236,224,86,22,1
105,115,170,72,1
32,81,193,204,1
88,152,10,179,1
82,80,186,43,1
14,155,115,88,1
158,121,11,132,1
167,148,218,96,1
231,108,30,18,1
35,41,206,52,1
117,86,202,61,1
133,223,136,234,1
62,158,150,196,1
61,99,65,120,1
29,217,73,194,1
24,50,9,242,1
146,88,231,127,1
127,148,23,39,1
222,173,52,69,1
129,176,15,68,1
29,172,72,196,1
16,82,254,125,1
58,57,169,34,1
141,238,101,179,1
11,160,247,12,1
240,192,188,186,1
227,25,214,197,1
164,131,33,180,1
4,209,138,10,1
221,119,74,135,1
162,67,90,76,1
122,14,209,164,1
138,47,106,15,1
221,115,23,167,1
139,255,70,77,1
23,28,162,196,1
